ngram,phones,words,file,start_s,end_s
triphone,l ø f,le facteur,3-1.wav,7.530,7.850
triphone,ø f a,le facteur,3-1.wav,7.640,7.920
triphone,f a k,facteur,3-1.wav,7.700,8.050
triphone,a k t,facteur,3-1.wav,7.850,8.110
triphone,k t œ,facteur,3-1.wav,7.920,8.240
triphone,t œ ʁ,facteur,3-1.wav,8.050,8.350
triphone,œ ʁ v,facteur va,3-1.wav,8.110,8.410
triphone,ʁ v a,facteur va,3-1.wav,8.240,8.490
triphone,v a p,va porter,3-1.wav,8.350,8.590
triphone,a p ɔ,va porter,3-1.wav,8.410,8.630
triphone,p ɔ ʁ,porter,3-1.wav,8.490,8.810
triphone,ɔ ʁ t,porter,3-1.wav,8.590,8.870
triphone,ʁ t e,porter,3-1.wav,8.630,8.980
triphone,t e l,porter le,3-1.wav,8.810,9.040
triphone,e l ø,porter le,3-1.wav,8.870,9.100
triphone,l ø k,le courrier,3-1.wav,8.980,9.250
triphone,ø k u,le courrier,3-1.wav,9.040,9.320
triphone,k u ʁ,courrier,3-1.wav,9.100,9.430
triphone,u ʁ j,courrier,3-1.wav,9.250,9.570
triphone,ʁ j e,courrier,3-1.wav,9.320,9.760
triphone,j e b,courrier bien,3-1.wav,9.430,10.840
triphone,e b j,courrier bien,3-1.wav,9.570,10.920
triphone,b j ɛ̃,bien,3-1.wav,10.790,10.990
triphone,j ɛ̃ s,bien sûr,3-1.wav,10.840,11.140
triphone,ɛ̃ s y,bien sûr,3-1.wav,10.920,11.280
triphone,s y ʁ,sûr,3-1.wav,10.990,11.450
triphone,y ʁ ʒ,sûr je,3-1.wav,11.140,11.730
triphone,ʁ ʒ ə,sûr je,3-1.wav,11.280,11.750
triphone,ʒ ə k,je connais,3-1.wav,11.610,11.890
triphone,ə k ɔ,je connais,3-1.wav,11.730,11.960
triphone,k ɔ n,connais,3-1.wav,11.750,12.040
triphone,ɔ n ɛ,connais,3-1.wav,11.890,12.100
triphone,n ɛ s,connais son,3-1.wav,11.960,12.250
triphone,ɛ s ɔ̃,connais son,3-1.wav,12.040,12.350
triphone,s ɔ̃ n,son nom,3-1.wav,12.100,12.450
triphone,ɔ̃ n ɔ̃,son nom,3-1.wav,12.250,12.630
triphone,n ɔ̃ m,nom maman,3-1.wav,12.350,14.060
triphone,ɔ̃ m a,nom maman,3-1.wav,12.450,14.150
triphone,m a m,maman,3-1.wav,13.950,14.260
triphone,a m ɑ̃,maman,3-1.wav,14.060,14.420
triphone,m ɑ̃ p,maman prend,3-1.wav,14.150,14.540
triphone,ɑ̃ p ʁ,maman prend,3-1.wav,14.260,14.620
triphone,p ʁ ɑ̃,prend,3-1.wav,14.420,14.730
triphone,ʁ ɑ̃ ɛ̃,prend un,3-1.wav,14.540,14.870
triphone,ɑ̃ ɛ̃ v,prend un verre,3-1.wav,14.620,14.980
triphone,ɛ̃ v ɛ,un verre,3-1.wav,14.730,15.130
triphone,v ɛ ʁ,verre,3-1.wav,14.870,15.300
triphone,ɛ ʁ e,verre et,3-1.wav,14.980,15.360
triphone,ʁ e y,verre et une,3-1.wav,15.130,15.520
triphone,e y n,et une,3-1.wav,15.300,15.600
triphone,y n a,une assiette,3-1.wav,15.360,15.680
triphone,n a s,une assiette,3-1.wav,15.520,15.850
triphone,a s j,assiette,3-1.wav,15.600,15.900
triphone,s j ɛ,assiette,3-1.wav,15.680,15.970
triphone,j ɛ t,assiette,3-1.wav,15.850,16.300
diphone,d e,désormais,3-2.wav,0.090,0.220
diphone,e z,désormais,3-2.wav,0.140,0.310
diphone,z ɔ,désormais,3-2.wav,0.220,0.390
diphone,ɔ ʁ,désormais,3-2.wav,0.310,0.450
diphone,ʁ m,désormais,3-2.wav,0.390,0.550
diphone,m ɛ,désormais,3-2.wav,0.450,0.840
diphone,ɛ ʒ,désormais je,3-2.wav,0.550,1.100
diphone,ʒ ə,je,3-2.wav,0.990,1.120
diphone,ə m,je me,3-2.wav,1.100,1.230
diphone,m ə,me,3-2.wav,1.120,1.250
diphone,ə e,me quand,3-2.wav,1.230,1.870
diphone,e k,quand,3-2.wav,1.750,1.930
diphone,k ɑ̃,quand,3-2.wav,1.870,2.010
diphone,ɑ̃ i,quand il,3-2.wav,1.930,2.110
diphone,i l,il,3-2.wav,2.010,2.180
diphone,l p,il partira,3-2.wav,2.110,2.280
diphone,p a,partira,3-2.wav,2.180,2.310
diphone,a ʁ,partira,3-2.wav,2.280,2.410
diphone,ʁ t,partira,3-2.wav,2.310,2.500
diphone,t i,partira,3-2.wav,2.410,2.570
diphone,i ʁ,partira,3-2.wav,2.500,2.650
diphone,ʁ a,partira,3-2.wav,2.570,2.880
diphone,a l,partira les,3-2.wav,2.650,4.010
diphone,l e,les,3-2.wav,3.920,4.200
diphone,e a,les avions,3-2.wav,4.010,4.280
diphone,a v,avions,3-2.wav,4.200,4.370
diphone,v j,avions,3-2.wav,4.280,4.440
diphone,j ɔ̃,avions,3-2.wav,4.370,4.580
diphone,ɔ̃ t,avions tournent,3-2.wav,4.440,4.730
diphone,t u,tournent,3-2.wav,4.580,4.800
diphone,u ʁ,tournent,3-2.wav,4.730,4.850
diphone,ʁ n,tournent,3-2.wav,4.800,4.920
diphone,n o,tournent au,3-2.wav,4.850,4.960
diphone,o d,au dessus,3-2.wav,4.920,5.260
diphone,d ə,dessus,3-2.wav,4.960,5.280
diphone,ə s,dessus,3-2.wav,5.260,5.490
diphone,s y,dessus,3-2.wav,5.280,5.570
diphone,y d,dessus de,3-2.wav,5.490,5.630
diphone,d ə,de,3-2.wav,5.570,5.650
diphone,ə l,de la,3-2.wav,5.630,5.730
diphone,l a,la,3-2.wav,5.650,5.800
diphone,a p,la place,3-2.wav,5.730,5.920
diphone,p l,place,3-2.wav,5.800,6.010
diphone,l a,place,3-2.wav,5.920,6.150
diphone,a s,place,3-2.wav,6.010,6.530
diphone,s m,place mettez,3-2.wav,6.150,7.780
diphone,m ɛ,mettez,3-2.wav,7.680,7.880
diphone,ɛ t,mettez,3-2.wav,7.780,7.940
diphone,t e,mettez,3-2.wav,7.880,8.000
diphone,e l,mettez la,3-2.wav,7.940,8.050
diphone,l a,la,3-2.wav,8.000,8.130
diphone,a f,la faux,3-2.wav,8.050,8.280
diphone,f o,faux,3-2.wav,8.130,8.560
diphone,o i,faux ici,3-2.wav,8.280,8.880
diphone,i s,ici,3-2.wav,8.790,9.040
diphone,s i,ici,3-2.wav,8.880,9.120
diphone,i s,ici sous,3-2.wav,9.040,9.250
diphone,s u,sous,3-2.wav,9.120,9.320
diphone,u m,sous ma,3-2.wav,9.250,9.410
diphone,m a,ma,3-2.wav,9.320,9.500
diphone,a t,ma tente,3-2.wav,9.410,9.630
diphone,t ɑ̃,tente,3-2.wav,9.500,9.760
diphone,ɑ̃ t,tente,3-2.wav,9.630,10.050
diphone,t ʒ,tente je,3-2.wav,9.760,11.230
diphone,ʒ ə,je,3-2.wav,11.120,11.250
diphone,ə s,je suis,3-2.wav,11.230,11.350
diphone,s ɥ,suis,3-2.wav,11.250,11.410
diphone,ɥ i,suis,3-2.wav,11.350,11.480
diphone,i ʁ,suis resté,3-2.wav,11.410,11.560
diphone,ʁ ɛ,resté,3-2.wav,11.480,11.650
diphone,ɛ s,resté,3-2.wav,11.560,11.750
diphone,s t,resté,3-2.wav,11.650,11.810
diphone,t e,resté,3-2.wav,11.750,11.900
diphone,e s,resté sourd,3-2.wav,11.810,12.100
diphone,s u,sourd,3-2.wav,11.900,12.250
diphone,u ʁ,sourd,3-2.wav,12.100,12.340
diphone,ʁ a,sourd à,3-2.wav,12.250,12.500
diphone,a s,à ses,3-2.wav,12.380,12.640
diphone,s e,ses,3-2.wav,12.500,12.750
diphone,e k,ses cris,3-2.wav,12.640,12.810
diphone,k ʁ,cris,3-2.wav,12.750,12.930
diphone,ʁ i,cris,3-2.wav,12.810,13.250
diphone,i l,cris le,3-2.wav,12.930,14.430
diphone,l ø,le,3-2.wav,14.300,14.470
diphone,ø ʃ,le chameau,3-2.wav,14.430,14.640
diphone,ʃ a,chameau,3-2.wav,14.470,14.720
diphone,a m,chameau,3-2.wav,14.640,14.810
diphone,m o,chameau,3-2.wav,14.720,14.950
diphone,o ɛ,chameau est,3-2.wav,14.810,15.070
diphone,ɛ l,est loin,3-2.wav,14.950,15.170
diphone,l w,loin,3-2.wav,15.070,15.310
diphone,w ɛ̃,loin,3-2.wav,15.170,15.400
diphone,ɛ̃ d,loin de,3-2.wav,15.310,15.490
diphone,d ə,de,3-2.wav,15.400,15.510
diphone,ə s,de son,3-2.wav,15.490,15.690
diphone,s ɔ̃,son,3-2.wav,15.510,15.850
diphone,ɔ̃ a,son abri,3-2.wav,15.690,15.950
diphone,a b,abri,3-2.wav,15.850,16.030
diphone,b ʁ,abri,3-2.wav,15.950,16.120
diphone,ʁ i,abri,3-2.wav,16.030,16.520
triphone,d e z,désormais,3-2.wav,0.090,0.310
triphone,e z ɔ,désormais,3-2.wav,0.140,0.390
triphone,z ɔ ʁ,désormais,3-2.wav,0.220,0.450
triphone,ɔ ʁ m,désormais,3-2.wav,0.310,0.550
triphone,ʁ m ɛ,désormais,3-2.wav,0.390,0.840
triphone,m ɛ ʒ,désormais je,3-2.wav,0.450,1.100
triphone,ɛ ʒ ə,désormais je,3-2.wav,0.550,1.120
triphone,ʒ ə m,je me,3-2.wav,0.990,1.230
triphone,ə m ə,je me,3-2.wav,1.100,1.250
triphone,m ə e,me quand,3-2.wav,1.120,1.870
triphone,ə e k,me quand,3-2.wav,1.230,1.930
triphone,e k ɑ̃,quand,3-2.wav,1.750,2.010
triphone,k ɑ̃ i,quand il,3-2.wav,1.870,2.110
triphone,ɑ̃ i l,quand il,3-2.wav,1.930,2.180
triphone,i l p,il partira,3-2.wav,2.010,2.280
triphone,l p a,il partira,3-2.wav,2.110,2.310
triphone,p a ʁ,partira,3-2.wav,2.180,2.410
triphone,a ʁ t,partira,3-2.wav,2.280,2.500
triphone,ʁ t i,partira,3-2.wav,2.310,2.570
triphone,t i ʁ,partira,3-2.wav,2.410,2.650
triphone,i ʁ a,partira,3-2.wav,2.500,2.880
triphone,ʁ a l,partira les,3-2.wav,2.570,4.010
triphone,a l e,partira les,3-2.wav,2.650,4.200
triphone,l e a,les avions,3-2.wav,3.920,4.280
triphone,e a v,les avions,3-2.wav,4.010,4.370
triphone,a v j,avions,3-2.wav,4.200,4.440
triphone,v j ɔ̃,avions,3-2.wav,4.280,4.580
triphone,j ɔ̃ t,avions tournent,3-2.wav,4.370,4.730
triphone,ɔ̃ t u,avions tournent,3-2.wav,4.440,4.800
triphone,t u ʁ,tournent,3-2.wav,4.580,4.850
triphone,u ʁ n,tournent,3-2.wav,4.730,4.920
triphone,ʁ n o,tournent au,3-2.wav,4.800,4.960
triphone,n o d,tournent au dessus,3-2.wav,4.850,5.260
triphone,o d ə,au dessus,3-2.wav,4.920,5.280
triphone,d ə s,dessus,3-2.wav,4.960,5.490
triphone,ə s y,dessus,3-2.wav,5.260,5.570
triphone,s y d,dessus de,3-2.wav,5.280,5.630
triphone,y d ə,dessus de,3-2.wav,5.490,5.650
triphone,d ə l,de la,3-2.wav,5.570,5.730
triphone,ə l a,de la,3-2.wav,5.630,5.800
triphone,l a p,la place,3-2.wav,5.650,5.920
triphone,a p l,la place,3-2.wav,5.730,6.010
triphone,p l a,place,3-2.wav,5.800,6.150
triphone,l a s,place,3-2.wav,5.920,6.530
triphone,a s m,place mettez,3-2.wav,6.010,7.780
triphone,s m ɛ,place mettez,3-2.wav,6.150,7.880
triphone,m ɛ t,mettez,3-2.wav,7.680,7.940
triphone,ɛ t e,mettez,3-2.wav,7.780,8.000
triphone,t e l,mettez la,3-2.wav,7.880,8.050
triphone,e l a,mettez la,3-2.wav,7.940,8.130
triphone,l a f,la faux,3-2.wav,8.000,8.280
triphone,a f o,la faux,3-2.wav,8.050,8.560
triphone,f o i,faux ici,3-2.wav,8.130,8.880
triphone,o i s,faux ici,3-2.wav,8.280,9.040
triphone,i s i,ici,3-2.wav,8.790,9.120
triphone,s i s,ici sous,3-2.wav,8.880,9.250
triphone,i s u,ici sous,3-2.wav,9.040,9.320
triphone,s u m,sous ma,3-2.wav,9.120,9.410
triphone,u m a,sous ma,3-2.wav,9.250,9.500
triphone,m a t,ma tente,3-2.wav,9.320,9.630
triphone,a t ɑ̃,ma tente,3-2.wav,9.410,9.760
triphone,t ɑ̃ t,tente,3-2.wav,9.500,10.050
triphone,ɑ̃ t ʒ,tente je,3-2.wav,9.630,11.230
triphone,t ʒ ə,tente je,3-2.wav,9.760,11.250
triphone,ʒ ə s,je suis,3-2.wav,11.120,11.350
triphone,ə s ɥ,je suis,3-2.wav,11.230,11.410
triphone,s ɥ i,suis,3-2.wav,11.250,11.480
triphone,ɥ i ʁ,suis resté,3-2.wav,11.350,11.560
triphone,i ʁ ɛ,suis resté,3-2.wav,11.410,11.650
triphone,ʁ ɛ s,resté,3-2.wav,11.480,11.750
triphone,ɛ s t,resté,3-2.wav,11.560,11.810
triphone,s t e,resté,3-2.wav,11.650,11.900
triphone,t e s,resté sourd,3-2.wav,11.750,12.100
triphone,e s u,resté sourd,3-2.wav,11.810,12.250
triphone,s u ʁ,sourd,3-2.wav,11.900,12.340
triphone,u ʁ a,sourd à,3-2.wav,12.100,12.500
triphone,ʁ a s,sourd à ses,3-2.wav,12.250,12.640
triphone,a s e,à ses,3-2.wav,12.380,12.750
triphone,s e k,ses cris,3-2.wav,12.500,12.810
triphone,e k ʁ,ses cris,3-2.wav,12.640,12.930
triphone,k ʁ i,cris,3-2.wav,12.750,13.250
triphone,ʁ i l,cris le,3-2.wav,12.810,14.430
triphone,i l ø,cris le,3-2.wav,12.930,14.470
triphone,l ø ʃ,le chameau,3-2.wav,14.300,14.640
triphone,ø ʃ a,le chameau,3-2.wav,14.430,14.720
triphone,ʃ a m,chameau,3-2.wav,14.470,14.810
triphone,a m o,chameau,3-2.wav,14.640,14.950
triphone,m o ɛ,chameau est,3-2.wav,14.720,15.070
triphone,o ɛ l,chameau est loin,3-2.wav,14.810,15.170
triphone,ɛ l w,est loin,3-2.wav,14.950,15.310
triphone,l w ɛ̃,loin,3-2.wav,15.070,15.400
triphone,w ɛ̃ d,loin de,3-2.wav,15.170,15.490
triphone,ɛ̃ d ə,loin de,3-2.wav,15.310,15.510
triphone,d ə s,de son,3-2.wav,15.400,15.690
triphone,ə s ɔ̃,de son,3-2.wav,15.490,15.850
triphone,s ɔ̃ a,son abri,3-2.wav,15.510,15.950
triphone,ɔ̃ a b,son abri,3-2.wav,15.690,16.030
triphone,a b ʁ,abri,3-2.wav,15.850,16.120
triphone,b ʁ i,abri,3-2.wav,15.950,16.520
diphone,n u,nous,4-2.wav,0.690,0.940
diphone,u a,nous avons,4-2.wav,0.780,1.020
diphone,a v,avons,4-2.wav,0.940,1.080
diphone,v ɔ̃,avons,4-2.wav,1.020,1.200
diphone,ɔ̃ p,avons pris,4-2.wav,1.080,1.250
diphone,p ʁ,pris,4-2.wav,1.200,1.350
diphone,ʁ i,pris,4-2.wav,1.250,1.410
diphone,i f,pris froid,4-2.wav,1.350,1.520
diphone,f ʁ,froid,4-2.wav,1.410,1.620
diphone,ʁ w,froid,4-2.wav,1.520,1.700
diphone,w ɑ,froid,4-2.wav,1.620,1.790
diphone,ɑ ɑ̃,froid en,4-2.wav,1.700,1.950
diphone,ɑ̃ ʒ,en jouant,4-2.wav,1.820,2.030
diphone,ʒ w,jouant,4-2.wav,1.950,2.220
diphone,w ɑ̃,jouant,4-2.wav,2.030,2.400
diphone,ɑ̃ o,jouant au,4-2.wav,2.220,2.470
diphone,o t,au tennis,4-2.wav,2.400,2.590
diphone,t e,tennis,4-2.wav,2.470,2.660
diphone,e ɲ,tennis,4-2.wav,2.590,2.750
diphone,ɲ i,tennis,4-2.wav,2.660,2.850
diphone,i s,tennis,4-2.wav,2.750,3.180
diphone,s i,tennis il,4-2.wav,2.850,4.190
diphone,i l,il,4-2.wav,4.110,4.270
diphone,l ɛ,il est,4-2.wav,4.190,4.340
diphone,ɛ d,est désormais,4-2.wav,4.270,4.440
diphone,d e,désormais,4-2.wav,4.340,4.530
diphone,e z,désormais,4-2.wav,4.440,4.620
diphone,z ɔ,désormais,4-2.wav,4.530,4.680
diphone,ɔ ʁ,désormais,4-2.wav,4.620,4.710
diphone,ʁ m,désormais,4-2.wav,4.680,4.790
diphone,m ɛ,désormais,4-2.wav,4.710,4.910
diphone,ɛ a,désormais accablé,4-2.wav,4.790,5.030
diphone,a k,accablé,4-2.wav,4.940,5.130
diphone,k ɑ,accablé,4-2.wav,5.030,5.190
diphone,ɑ b,accablé,4-2.wav,5.130,5.270
diphone,b l,accablé,4-2.wav,5.190,5.350
diphone,l e,accablé,4-2.wav,5.270,5.420
diphone,e p,accablé par,4-2.wav,5.350,5.520
diphone,p a,par,4-2.wav,5.420,5.560
diphone,a ʁ,par,4-2.wav,5.520,5.650
diphone,ʁ s,par son,4-2.wav,5.560,5.730
diphone,s ɔ̃,son,4-2.wav,5.650,5.820
diphone,ɔ̃ t,son travail,4-2.wav,5.730,5.900
diphone,t ʁ,travail,4-2.wav,5.820,5.980
diphone,ʁ a,travail,4-2.wav,5.900,6.050
diphone,a v,travail,4-2.wav,5.980,6.130
diphone,v a,travail,4-2.wav,6.050,6.270
diphone,a j,travail,4-2.wav,6.130,6.480
diphone,j s,travail ce,4-2.wav,6.270,7.580
diphone,s ə,ce,4-2.wav,7.370,7.600
diphone,ə b,ce bonbon,4-2.wav,7.580,7.760
diphone,b ɔ̃,bonbon,4-2.wav,7.600,7.870
diphone,ɔ̃ b,bonbon,4-2.wav,7.760,7.950
diphone,b ɔ̃,bonbon,4-2.wav,7.870,8.100
diphone,ɔ̃ k,bonbon contenait,4-2.wav,7.950,8.190
diphone,k ɔ̃,contenait,4-2.wav,8.100,8.260
diphone,ɔ̃ t,contenait,4-2.wav,8.190,8.360
diphone,t n,contenait,4-2.wav,8.260,8.540
diphone,n ɛ,contenait,4-2.wav,8.360,8.650
diphone,ɛ t,contenait trop,4-2.wav,8.540,8.740
diphone,t ʁ,trop,4-2.wav,8.650,8.840
diphone,ʁ o,trop,4-2.wav,8.740,8.900
diphone,o d,trop de,4-2.wav,8.840,9.000
diphone,d ə,de,4-2.wav,8.900,9.020
diphone,ə s,de sucre,4-2.wav,9.000,9.210
diphone,s y,sucre,4-2.wav,9.020,9.370
diphone,y k,sucre,4-2.wav,9.210,9.420
diphone,k ʁ,sucre,4-2.wav,9.370,9.660
diphone,ʁ a,sucre à,4-2.wav,9.420,10.710
diphone,a l,à la,4-2.wav,10.580,10.770
diphone,l a,la,4-2.wav,10.710,10.890
diphone,a ɑ,la hâte,4-2.wav,10.770,11.060
diphone,ɑ t,hâte,4-2.wav,10.890,11.320
diphone,t l,hâte le,4-2.wav,11.060,11.580
diphone,l ø,le,4-2.wav,11.480,11.650
diphone,ø m,le métayer,4-2.wav,11.580,11.740
diphone,m e,métayer,4-2.wav,11.650,11.880
diphone,e t,métayer,4-2.wav,11.740,11.930
diphone,t e,métayer,4-2.wav,11.880,12.050
diphone,e j,métayer,4-2.wav,11.930,12.190
diphone,j e,métayer,4-2.wav,12.050,12.330
diphone,e s,métayer ses,4-2.wav,12.190,13.030
diphone,s e,ses,4-2.wav,12.900,13.100
diphone,e ʁ,ses récoltes,4-2.wav,13.030,13.180
diphone,ʁ e,récoltes,4-2.wav,13.100,13.260
diphone,e k,récoltes,4-2.wav,13.180,13.380
diphone,k ɔ,récoltes,4-2.wav,13.260,13.520
diphone,ɔ l,récoltes,4-2.wav,13.380,13.620
diphone,l t,récoltes,4-2.wav,13.520,13.750
diphone,t a,récoltes avant,4-2.wav,13.620,13.900
diphone,a v,avant,4-2.wav,13.780,13.990
diphone,v ɑ̃,avant,4-2.wav,13.900,14.050
diphone,ɑ̃ l,avant l'hiver,4-2.wav,13.990,14.140
diphone,l i,l'hiver,4-2.wav,14.050,14.240
diphone,i v,l'hiver,4-2.wav,14.140,14.380
diphone,v ɛ,l'hiver,4-2.wav,14.240,14.550
diphone,ɛ ʁ,l'hiver,4-2.wav,14.380,14.780
diphone,ʁ y,l'hiver une,4-2.wav,14.550,16.050
diphone,y n,une,4-2.wav,15.920,16.200
diphone,n b,une brume,4-2.wav,16.050,16.290
diphone,b ʁ,brume,4-2.wav,16.200,16.410
diphone,ʁ y,brume,4-2.wav,16.290,16.540
diphone,y m,brume,4-2.wav,16.410,16.640
diphone,m e,brume épaisse,4-2.wav,16.540,16.830
diphone,e p,épaisse,4-2.wav,16.720,16.960
diphone,p ɛ,épaisse,4-2.wav,16.830,17.110
diphone,ɛ s,épaisse,4-2.wav,16.960,17.190
diphone,s s,épaisse s'est,4-2.wav,17.110,17.340
diphone,s ɛ,s'est,4-2.wav,17.190,17.390
diphone,ɛ f,s'est formée,4-2.wav,17.340,17.510
diphone,f ɔ,formée,4-2.wav,17.390,17.570
diphone,ɔ ʁ,formée,4-2.wav,17.510,17.630
diphone,ʁ m,formée,4-2.wav,17.570,17.720
diphone,m e,formée,4-2.wav,17.630,17.820
diphone,e s,formée sur,4-2.wav,17.720,17.940
diphone,s y,sur,4-2.wav,17.820,17.990
diphone,y ʁ,sur,4-2.wav,17.940,18.050
diphone,ʁ l,sur la,4-2.wav,17.990,18.110
diphone,l a,la,4-2.wav,18.050,18.180
diphone,a m,la mer,4-2.wav,18.110,18.300
diphone,m ɛ,mer,4-2.wav,18.180,18.480
diphone,ɛ ʁ,mer,4-2.wav,18.300,18.770
triphone,n u a,nous avons,4-2.wav,0.690,1.020
triphone,u a v,nous avons,4-2.wav,0.780,1.080
triphone,a v ɔ̃,avons,4-2.wav,0.940,1.200
triphone,v ɔ̃ p,avons pris,4-2.wav,1.020,1.250
triphone,ɔ̃ p ʁ,avons pris,4-2.wav,1.080,1.350
triphone,p ʁ i,pris,4-2.wav,1.200,1.410
triphone,ʁ i f,pris froid,4-2.wav,1.250,1.520
triphone,i f ʁ,pris froid,4-2.wav,1.350,1.620
triphone,f ʁ w,froid,4-2.wav,1.410,1.700
triphone,ʁ w ɑ,froid,4-2.wav,1.520,1.790
triphone,w ɑ ɑ̃,froid en,4-2.wav,1.620,1.950
triphone,ɑ ɑ̃ ʒ,froid en jouant,4-2.wav,1.700,2.030
triphone,ɑ̃ ʒ w,en jouant,4-2.wav,1.820,2.220
triphone,ʒ w ɑ̃,jouant,4-2.wav,1.950,2.400
triphone,w ɑ̃ o,jouant au,4-2.wav,2.030,2.470
triphone,ɑ̃ o t,jouant au tennis,4-2.wav,2.220,2.590
triphone,o t e,au tennis,4-2.wav,2.400,2.660
triphone,t e ɲ,tennis,4-2.wav,2.470,2.750
triphone,e ɲ i,tennis,4-2.wav,2.590,2.850
triphone,ɲ i s,tennis,4-2.wav,2.660,3.180
triphone,i s i,tennis il,4-2.wav,2.750,4.190
triphone,s i l,tennis il,4-2.wav,2.850,4.270
triphone,i l ɛ,il est,4-2.wav,4.110,4.340
triphone,l ɛ d,il est désormais,4-2.wav,4.190,4.440
triphone,ɛ d e,est désormais,4-2.wav,4.270,4.530
triphone,d e z,désormais,4-2.wav,4.340,4.620
triphone,e z ɔ,désormais,4-2.wav,4.440,4.680
triphone,z ɔ ʁ,désormais,4-2.wav,4.530,4.710
triphone,ɔ ʁ m,désormais,4-2.wav,4.620,4.790
triphone,ʁ m ɛ,désormais,4-2.wav,4.680,4.910
triphone,m ɛ a,désormais accablé,4-2.wav,4.710,5.030
triphone,ɛ a k,désormais accablé,4-2.wav,4.790,5.130
triphone,a k ɑ,accablé,4-2.wav,4.940,5.190
triphone,k ɑ b,accablé,4-2.wav,5.030,5.270
triphone,ɑ b l,accablé,4-2.wav,5.130,5.350
triphone,b l e,accablé,4-2.wav,5.190,5.420
triphone,l e p,accablé par,4-2.wav,5.270,5.520
triphone,e p a,accablé par,4-2.wav,5.350,5.560
triphone,p a ʁ,par,4-2.wav,5.420,5.650
triphone,a ʁ s,par son,4-2.wav,5.520,5.730
triphone,ʁ s ɔ̃,par son,4-2.wav,5.560,5.820
triphone,s ɔ̃ t,son travail,4-2.wav,5.650,5.900
triphone,ɔ̃ t ʁ,son travail,4-2.wav,5.730,5.980
triphone,t ʁ a,travail,4-2.wav,5.820,6.050
triphone,ʁ a v,travail,4-2.wav,5.900,6.130
triphone,a v a,travail,4-2.wav,5.980,6.270
triphone,v a j,travail,4-2.wav,6.050,6.480
triphone,a j s,travail ce,4-2.wav,6.130,7.580
triphone,j s ə,travail ce,4-2.wav,6.270,7.600
triphone,s ə b,ce bonbon,4-2.wav,7.370,7.760
triphone,ə b ɔ̃,ce bonbon,4-2.wav,7.580,7.870
triphone,b ɔ̃ b,bonbon,4-2.wav,7.600,7.950
triphone,ɔ̃ b ɔ̃,bonbon,4-2.wav,7.760,8.100
triphone,b ɔ̃ k,bonbon contenait,4-2.wav,7.870,8.190
triphone,ɔ̃ k ɔ̃,bonbon contenait,4-2.wav,7.950,8.260
triphone,k ɔ̃ t,contenait,4-2.wav,8.100,8.360
triphone,ɔ̃ t n,contenait,4-2.wav,8.190,8.540
triphone,t n ɛ,contenait,4-2.wav,8.260,8.650
triphone,n ɛ t,contenait trop,4-2.wav,8.360,8.740
triphone,ɛ t ʁ,contenait trop,4-2.wav,8.540,8.840
triphone,t ʁ o,trop,4-2.wav,8.650,8.900
triphone,ʁ o d,trop de,4-2.wav,8.740,9.000
triphone,o d ə,trop de,4-2.wav,8.840,9.020
triphone,d ə s,de sucre,4-2.wav,8.900,9.210
triphone,ə s y,de sucre,4-2.wav,9.000,9.370
triphone,s y k,sucre,4-2.wav,9.020,9.420
triphone,y k ʁ,sucre,4-2.wav,9.210,9.660
triphone,k ʁ a,sucre à,4-2.wav,9.370,10.710
triphone,ʁ a l,sucre à la,4-2.wav,9.420,10.770
triphone,a l a,à la,4-2.wav,10.580,10.890
triphone,l a ɑ,la hâte,4-2.wav,10.710,11.060
triphone,a ɑ t,la hâte,4-2.wav,10.770,11.320
triphone,ɑ t l,hâte le,4-2.wav,10.890,11.580
triphone,t l ø,hâte le,4-2.wav,11.060,11.650
triphone,l ø m,le métayer,4-2.wav,11.480,11.740
triphone,ø m e,le métayer,4-2.wav,11.580,11.880
triphone,m e t,métayer,4-2.wav,11.650,11.930
triphone,e t e,métayer,4-2.wav,11.740,12.050
triphone,t e j,métayer,4-2.wav,11.880,12.190
triphone,e j e,métayer,4-2.wav,11.930,12.330
triphone,j e s,métayer ses,4-2.wav,12.050,13.030
triphone,e s e,métayer ses,4-2.wav,12.190,13.100
triphone,s e ʁ,ses récoltes,4-2.wav,12.900,13.180
triphone,e ʁ e,ses récoltes,4-2.wav,13.030,13.260
triphone,ʁ e k,récoltes,4-2.wav,13.100,13.380
triphone,e k ɔ,récoltes,4-2.wav,13.180,13.520
triphone,k ɔ l,récoltes,4-2.wav,13.260,13.620
triphone,ɔ l t,récoltes,4-2.wav,13.380,13.750
triphone,l t a,récoltes avant,4-2.wav,13.520,13.900
triphone,t a v,récoltes avant,4-2.wav,13.620,13.990
triphone,a v ɑ̃,avant,4-2.wav,13.780,14.050
triphone,v ɑ̃ l,avant l'hiver,4-2.wav,13.900,14.140
triphone,ɑ̃ l i,avant l'hiver,4-2.wav,13.990,14.240
triphone,l i v,l'hiver,4-2.wav,14.050,14.380
triphone,i v ɛ,l'hiver,4-2.wav,14.140,14.550
triphone,v ɛ ʁ,l'hiver,4-2.wav,14.240,14.780
triphone,ɛ ʁ y,l'hiver une,4-2.wav,14.380,16.050
triphone,ʁ y n,l'hiver une,4-2.wav,14.550,16.200
triphone,y n b,une brume,4-2.wav,15.920,16.290
triphone,n b ʁ,une brume,4-2.wav,16.050,16.410
triphone,b ʁ y,brume,4-2.wav,16.200,16.540
