ngram,phones,words,file,start_s,end_s
triphone,t e a,été arrêté,12-1.wav,15.940,16.300
triphone,e a ʁ,été arrêté,12-1.wav,16.000,16.390
triphone,a ʁ ɛ,arrêté,12-1.wav,16.170,16.550
triphone,ʁ ɛ t,arrêté,12-1.wav,16.300,16.630
triphone,ɛ t e,arrêté,12-1.wav,16.390,16.750
triphone,t e p,arrêté par,12-1.wav,16.550,16.870
triphone,e p a,arrêté par,12-1.wav,16.630,16.920
triphone,p a ʁ,par,12-1.wav,16.750,17.050
triphone,a ʁ d,par des,12-1.wav,16.870,17.110
triphone,ʁ d e,par des,12-1.wav,16.920,17.180
triphone,d e p,des policiers,12-1.wav,17.050,17.300
triphone,e p ɔ,des policiers,12-1.wav,17.110,17.390
triphone,p ɔ ʎ,policiers,12-1.wav,17.180,17.470
triphone,ɔ ʎ i,policiers,12-1.wav,17.300,17.540
triphone,ʎ i s,policiers,12-1.wav,17.390,17.750
triphone,i s j,policiers,12-1.wav,17.470,17.790
triphone,s j e,policiers,12-1.wav,17.540,17.960
diphone,s ɛ,cette,12-2.wav,0.660,0.850
diphone,ɛ t,cette,12-2.wav,0.690,0.930
diphone,t v,cette voyageuse,12-2.wav,0.850,1.110
diphone,v w,voyageuse,12-2.wav,0.930,1.160
diphone,w a,voyageuse,12-2.wav,1.110,1.210
diphone,a j,voyageuse,12-2.wav,1.160,1.330
diphone,j a,voyageuse,12-2.wav,1.210,1.420
diphone,a ʒ,voyageuse,12-2.wav,1.330,1.560
diphone,ʒ ø,voyageuse,12-2.wav,1.420,1.740
diphone,ø z,voyageuse,12-2.wav,1.560,1.870
diphone,z a,voyageuse a,12-2.wav,1.740,2.000
diphone,a l,a loué,12-2.wav,1.900,2.100
diphone,l w,loué,12-2.wav,2.000,2.250
diphone,w e,loué,12-2.wav,2.100,2.300
diphone,e y,loué une,12-2.wav,2.250,2.410
diphone,y n,une,12-2.wav,2.300,2.550
diphone,n v,une voiture,12-2.wav,2.410,2.740
diphone,v w,voiture,12-2.wav,2.550,2.790
diphone,w a,voiture,12-2.wav,2.740,2.850
diphone,a t,voiture,12-2.wav,2.790,2.990
diphone,t y,voiture,12-2.wav,2.850,3.120
diphone,y ʁ,voiture,12-2.wav,2.990,3.220
diphone,ʁ s,voiture sans,12-2.wav,3.120,3.340
diphone,s ɑ̃,sans,12-2.wav,3.220,3.430
diphone,ɑ̃ ʃ,sans chauffeur,12-2.wav,3.340,3.570
diphone,ʃ o,chauffeur,12-2.wav,3.430,3.650
diphone,o f,chauffeur,12-2.wav,3.570,3.820
diphone,f œ,chauffeur,12-2.wav,3.650,3.980
diphone,œ ʁ,chauffeur,12-2.wav,3.820,4.220
diphone,ʁ ʒ,chauffeur jean,12-2.wav,3.980,5.230
diphone,ʒ ɑ̃,jean,12-2.wav,5.040,5.390
diphone,ɑ̃ s,jean semblait,12-2.wav,5.230,5.550
diphone,s ɑ̃,semblait,12-2.wav,5.390,5.630
diphone,ɑ̃ b,semblait,12-2.wav,5.550,5.720
diphone,b l,semblait,12-2.wav,5.630,5.770
diphone,l ɛ,semblait,12-2.wav,5.720,5.890
diphone,ɛ k,semblait calme,12-2.wav,5.770,5.990
diphone,k a,calme,12-2.wav,5.890,6.130
diphone,a l,calme,12-2.wav,5.990,6.250
diphone,l m,calme,12-2.wav,6.130,6.400
diphone,m t,calme tout,12-2.wav,6.250,6.470
diphone,t u,tout,12-2.wav,6.400,6.600
diphone,u a,tout à,12-2.wav,6.470,6.720
diphone,a k,à coup,12-2.wav,6.630,6.870
diphone,k u,coup,12-2.wav,6.720,7.090
diphone,u ʒ,coup je,12-2.wav,6.870,8.090
diphone,ʒ ə,je,12-2.wav,7.940,8.110
diphone,ə n,je n',12-2.wav,8.090,8.230
diphone,n i,n' irai,12-2.wav,8.110,8.300
diphone,i ʁ,irai,12-2.wav,8.230,8.390
diphone,ʁ e,irai,12-2.wav,8.300,8.500
diphone,e s,irai sûrement,12-2.wav,8.390,8.660
diphone,s y,sûrement,12-2.wav,8.500,8.720
diphone,y ʁ,sûrement,12-2.wav,8.660,8.810
diphone,ʁ m,sûrement,12-2.wav,8.720,8.890
diphone,m ɑ̃,sûrement,12-2.wav,8.810,8.990
diphone,ɑ̃ p,sûrement pas,12-2.wav,8.890,9.090
diphone,p ɑ,pas,12-2.wav,8.990,9.200
diphone,ɑ d,pas danser,12-2.wav,9.090,9.260
diphone,d ɑ̃,danser,12-2.wav,9.200,9.350
diphone,ɑ̃ s,danser,12-2.wav,9.260,9.510
diphone,s e,danser,12-2.wav,9.350,9.570
diphone,e a,danser à,12-2.wav,9.510,9.770
diphone,a s,à son,12-2.wav,9.570,9.920
diphone,s ɔ̃,son,12-2.wav,9.770,10.010
diphone,ɔ̃ m,son mariage,12-2.wav,9.920,10.140
diphone,m a,mariage,12-2.wav,10.010,10.230
diphone,a ʁ,mariage,12-2.wav,10.140,10.320
diphone,ʁ j,mariage,12-2.wav,10.230,10.490
diphone,j a,mariage,12-2.wav,10.320,10.670
diphone,a ʒ,mariage,12-2.wav,10.490,11.000
diphone,ʒ ɛ,mariage elle,12-2.wav,10.670,11.940
diphone,ɛ l,elle,12-2.wav,11.830,12.050
diphone,l l,elle le,12-2.wav,11.940,12.100
diphone,l ø,le,12-2.wav,12.050,12.150
diphone,ø l,le lui,12-2.wav,12.100,12.310
diphone,l ɥ,lui,12-2.wav,12.150,12.320
diphone,ɥ i,lui,12-2.wav,12.310,12.440
diphone,i ʁ,lui redit,12-2.wav,12.320,12.630
diphone,ʁ ə,redit,12-2.wav,12.440,12.650
diphone,ə d,redit,12-2.wav,12.630,12.760
diphone,d i,redit,12-2.wav,12.650,12.890
diphone,i s,redit sans,12-2.wav,12.760,13.060
diphone,s ɑ̃,sans,12-2.wav,12.890,13.140
diphone,ɑ̃ s,sans cesse,12-2.wav,13.060,13.330
diphone,s ɛ,cesse,12-2.wav,13.140,13.470
diphone,ɛ s,cesse,12-2.wav,13.330,13.840
diphone,s y,cesse une,12-2.wav,13.470,14.860
diphone,y n,une,12-2.wav,14.710,15.000
diphone,n ɟ,une guerre,12-2.wav,14.860,15.120
diphone,ɟ ɛ,guerre,12-2.wav,15.000,15.290
diphone,ɛ ʁ,guerre,12-2.wav,15.120,15.460
diphone,ʁ n,guerre nucléaire,12-2.wav,15.290,15.560
diphone,n y,nucléaire,12-2.wav,15.460,15.680
diphone,y k,nucléaire,12-2.wav,15.560,15.760
diphone,k l,nucléaire,12-2.wav,15.680,15.810
diphone,l e,nucléaire,12-2.wav,15.760,15.840
diphone,e ɛ,nucléaire,12-2.wav,15.810,16.060
diphone,ɛ ʁ,nucléaire,12-2.wav,15.840,16.230
diphone,ʁ f,nucléaire ferait,12-2.wav,16.060,16.310
diphone,f ə,ferait,12-2.wav,16.230,16.330
diphone,ə ʁ,ferait,12-2.wav,16.310,16.460
diphone,ʁ ɛ,ferait,12-2.wav,16.330,16.530
diphone,ɛ d,ferait de,12-2.wav,16.460,16.610
diphone,d ə,de,12-2.wav,16.530,16.630
diphone,ə n,de nombreux,12-2.wav,16.610,16.750
diphone,n ɔ̃,nombreux,12-2.wav,16.630,16.890
diphone,ɔ̃ b,nombreux,12-2.wav,16.750,16.950
diphone,b ʁ,nombreux,12-2.wav,16.890,17.060
diphone,ʁ ø,nombreux,12-2.wav,16.950,17.090
diphone,ø m,nombreux morts,12-2.wav,17.060,17.190
diphone,m ɔ,morts,12-2.wav,17.090,17.370
diphone,ɔ ʁ,morts,12-2.wav,17.190,17.580
triphone,s ɛ t,cette,12-2.wav,0.660,0.930
triphone,ɛ t v,cette voyageuse,12-2.wav,0.690,1.110
triphone,t v w,cette voyageuse,12-2.wav,0.850,1.160
triphone,v w a,voyageuse,12-2.wav,0.930,1.210
triphone,w a j,voyageuse,12-2.wav,1.110,1.330
triphone,a j a,voyageuse,12-2.wav,1.160,1.420
triphone,j a ʒ,voyageuse,12-2.wav,1.210,1.560
triphone,a ʒ ø,voyageuse,12-2.wav,1.330,1.740
triphone,ʒ ø z,voyageuse,12-2.wav,1.420,1.870
triphone,ø z a,voyageuse a,12-2.wav,1.560,2.000
triphone,z a l,voyageuse a loué,12-2.wav,1.740,2.100
triphone,a l w,a loué,12-2.wav,1.900,2.250
triphone,l w e,loué,12-2.wav,2.000,2.300
triphone,w e y,loué une,12-2.wav,2.100,2.410
triphone,e y n,loué une,12-2.wav,2.250,2.550
triphone,y n v,une voiture,12-2.wav,2.300,2.740
triphone,n v w,une voiture,12-2.wav,2.410,2.790
triphone,v w a,voiture,12-2.wav,2.550,2.850
triphone,w a t,voiture,12-2.wav,2.740,2.990
triphone,a t y,voiture,12-2.wav,2.790,3.120
triphone,t y ʁ,voiture,12-2.wav,2.850,3.220
triphone,y ʁ s,voiture sans,12-2.wav,2.990,3.340
triphone,ʁ s ɑ̃,voiture sans,12-2.wav,3.120,3.430
triphone,s ɑ̃ ʃ,sans chauffeur,12-2.wav,3.220,3.570
triphone,ɑ̃ ʃ o,sans chauffeur,12-2.wav,3.340,3.650
triphone,ʃ o f,chauffeur,12-2.wav,3.430,3.820
triphone,o f œ,chauffeur,12-2.wav,3.570,3.980
triphone,f œ ʁ,chauffeur,12-2.wav,3.650,4.220
triphone,œ ʁ ʒ,chauffeur jean,12-2.wav,3.820,5.230
triphone,ʁ ʒ ɑ̃,chauffeur jean,12-2.wav,3.980,5.390
triphone,ʒ ɑ̃ s,jean semblait,12-2.wav,5.040,5.550
triphone,ɑ̃ s ɑ̃,jean semblait,12-2.wav,5.230,5.630
triphone,s ɑ̃ b,semblait,12-2.wav,5.390,5.720
triphone,ɑ̃ b l,semblait,12-2.wav,5.550,5.770
triphone,b l ɛ,semblait,12-2.wav,5.630,5.890
triphone,l ɛ k,semblait calme,12-2.wav,5.720,5.990
triphone,ɛ k a,semblait calme,12-2.wav,5.770,6.130
triphone,k a l,calme,12-2.wav,5.890,6.250
triphone,a l m,calme,12-2.wav,5.990,6.400
triphone,l m t,calme tout,12-2.wav,6.130,6.470
triphone,m t u,calme tout,12-2.wav,6.250,6.600
triphone,t u a,tout à,12-2.wav,6.400,6.720
triphone,u a k,tout à coup,12-2.wav,6.470,6.870
triphone,a k u,à coup,12-2.wav,6.630,7.090
triphone,k u ʒ,coup je,12-2.wav,6.720,8.090
triphone,u ʒ ə,coup je,12-2.wav,6.870,8.110
triphone,ʒ ə n,je n',12-2.wav,7.940,8.230
triphone,ə n i,je n' irai,12-2.wav,8.090,8.300
triphone,n i ʁ,n' irai,12-2.wav,8.110,8.390
triphone,i ʁ e,irai,12-2.wav,8.230,8.500
triphone,ʁ e s,irai sûrement,12-2.wav,8.300,8.660
triphone,e s y,irai sûrement,12-2.wav,8.390,8.720
triphone,s y ʁ,sûrement,12-2.wav,8.500,8.810
triphone,y ʁ m,sûrement,12-2.wav,8.660,8.890
triphone,ʁ m ɑ̃,sûrement,12-2.wav,8.720,8.990
triphone,m ɑ̃ p,sûrement pas,12-2.wav,8.810,9.090
triphone,ɑ̃ p ɑ,sûrement pas,12-2.wav,8.890,9.200
triphone,p ɑ d,pas danser,12-2.wav,8.990,9.260
triphone,ɑ d ɑ̃,pas danser,12-2.wav,9.090,9.350
triphone,d ɑ̃ s,danser,12-2.wav,9.200,9.510
triphone,ɑ̃ s e,danser,12-2.wav,9.260,9.570
triphone,s e a,danser à,12-2.wav,9.350,9.770
triphone,e a s,danser à son,12-2.wav,9.510,9.920
triphone,a s ɔ̃,à son,12-2.wav,9.570,10.010
triphone,s ɔ̃ m,son mariage,12-2.wav,9.770,10.140
triphone,ɔ̃ m a,son mariage,12-2.wav,9.920,10.230
triphone,m a ʁ,mariage,12-2.wav,10.010,10.320
triphone,a ʁ j,mariage,12-2.wav,10.140,10.490
triphone,ʁ j a,mariage,12-2.wav,10.230,10.670
triphone,j a ʒ,mariage,12-2.wav,10.320,11.000
triphone,a ʒ ɛ,mariage elle,12-2.wav,10.490,11.940
triphone,ʒ ɛ l,mariage elle,12-2.wav,10.670,12.050
triphone,ɛ l l,elle le,12-2.wav,11.830,12.100
triphone,l l ø,elle le,12-2.wav,11.940,12.150
triphone,l ø l,le lui,12-2.wav,12.050,12.310
triphone,ø l ɥ,le lui,12-2.wav,12.100,12.320
triphone,l ɥ i,lui,12-2.wav,12.150,12.440
triphone,ɥ i ʁ,lui redit,12-2.wav,12.310,12.630
triphone,i ʁ ə,lui redit,12-2.wav,12.320,12.650
triphone,ʁ ə d,redit,12-2.wav,12.440,12.760
triphone,ə d i,redit,12-2.wav,12.630,12.890
triphone,d i s,redit sans,12-2.wav,12.650,13.060
triphone,i s ɑ̃,redit sans,12-2.wav,12.760,13.140
triphone,s ɑ̃ s,sans cesse,12-2.wav,12.890,13.330
triphone,ɑ̃ s ɛ,sans cesse,12-2.wav,13.060,13.470
triphone,s ɛ s,cesse,12-2.wav,13.140,13.840
triphone,ɛ s y,cesse une,12-2.wav,13.330,14.860
triphone,s y n,cesse une,12-2.wav,13.470,15.000
triphone,y n ɟ,une guerre,12-2.wav,14.710,15.120
triphone,n ɟ ɛ,une guerre,12-2.wav,14.860,15.290
triphone,ɟ ɛ ʁ,guerre,12-2.wav,15.000,15.460
triphone,ɛ ʁ n,guerre nucléaire,12-2.wav,15.120,15.560
triphone,ʁ n y,guerre nucléaire,12-2.wav,15.290,15.680
triphone,n y k,nucléaire,12-2.wav,15.460,15.760
triphone,y k l,nucléaire,12-2.wav,15.560,15.810
triphone,k l e,nucléaire,12-2.wav,15.680,15.840
triphone,l e ɛ,nucléaire,12-2.wav,15.760,16.060
triphone,e ɛ ʁ,nucléaire,12-2.wav,15.810,16.230
triphone,ɛ ʁ f,nucléaire ferait,12-2.wav,15.840,16.310
triphone,ʁ f ə,nucléaire ferait,12-2.wav,16.060,16.330
triphone,f ə ʁ,ferait,12-2.wav,16.230,16.460
triphone,ə ʁ ɛ,ferait,12-2.wav,16.310,16.530
triphone,ʁ ɛ d,ferait de,12-2.wav,16.330,16.610
triphone,ɛ d ə,ferait de,12-2.wav,16.460,16.630
triphone,d ə n,de nombreux,12-2.wav,16.530,16.750
triphone,ə n ɔ̃,de nombreux,12-2.wav,16.610,16.890
triphone,n ɔ̃ b,nombreux,12-2.wav,16.630,16.950
triphone,ɔ̃ b ʁ,nombreux,12-2.wav,16.750,17.060
triphone,b ʁ ø,nombreux,12-2.wav,16.890,17.090
triphone,ʁ ø m,nombreux morts,12-2.wav,16.950,17.190
triphone,ø m ɔ,nombreux morts,12-2.wav,17.060,17.370
triphone,m ɔ ʁ,morts,12-2.wav,17.090,17.580
diphone,l a,la,13-1.wav,0.450,0.670
diphone,a l,la lune,13-1.wav,0.570,0.790
diphone,l y,lune,13-1.wav,0.670,0.940
diphone,y n,lune,13-1.wav,0.790,1.080
diphone,n s,lune se,13-1.wav,0.940,1.240
diphone,s ə,se,13-1.wav,1.080,1.260
diphone,ə l,se lève,13-1.wav,1.240,1.400
diphone,l ɛ,lève,13-1.wav,1.260,1.550
diphone,ɛ v,lève,13-1.wav,1.400,1.680
diphone,v m,lève maintenant,13-1.wav,1.550,1.750
diphone,m ɛ̃,maintenant,13-1.wav,1.680,1.850
diphone,ɛ̃ t,maintenant,13-1.wav,1.750,1.950
diphone,t n,maintenant,13-1.wav,1.850,2.160
diphone,n ɑ̃,maintenant,13-1.wav,1.950,2.380
diphone,ɑ̃ o,maintenant au,13-1.wav,2.160,2.490
diphone,o d,au dessus,13-1.wav,2.380,2.600
diphone,d ə,dessus,13-1.wav,2.490,2.620
diphone,ə s,dessus,13-1.wav,2.600,2.840
diphone,s y,dessus,13-1.wav,2.620,2.970
diphone,y d,dessus des,13-1.wav,2.840,3.030
diphone,d e,des,13-1.wav,2.970,3.220
diphone,e a,des arbres,13-1.wav,3.030,3.380
diphone,a ʁ,arbres,13-1.wav,3.220,3.470
diphone,ʁ b,arbres,13-1.wav,3.380,3.560
diphone,b ʁ,arbres,13-1.wav,3.470,3.750
diphone,ʁ d,arbres des,13-1.wav,3.560,4.640
diphone,d e,des,13-1.wav,4.580,4.740
diphone,e ʁ,des rires,13-1.wav,4.640,4.870
diphone,ʁ i,rires,13-1.wav,4.740,5.080
diphone,i ʁ,rires,13-1.wav,4.870,5.170
diphone,ʁ m,rires montent,13-1.wav,5.080,5.280
diphone,m ɔ̃,montent,13-1.wav,5.170,5.440
diphone,ɔ̃ t,montent,13-1.wav,5.280,5.540
diphone,t d,montent de,13-1.wav,5.440,5.640
diphone,d ə,de,13-1.wav,5.540,5.660
diphone,ə l,de la,13-1.wav,5.640,5.750
diphone,l a,la,13-1.wav,5.660,5.800
diphone,a k,la cour,13-1.wav,5.750,5.980
diphone,k u,cour,13-1.wav,5.800,6.140
diphone,u ʁ,cour,13-1.wav,5.980,6.210
diphone,ʁ d,cour de,13-1.wav,6.140,6.270
diphone,d ə,de,13-1.wav,6.210,6.290
diphone,ə ʁ,de récréation,13-1.wav,6.270,6.400
diphone,ʁ e,récréation,13-1.wav,6.290,6.490
diphone,e k,récréation,13-1.wav,6.400,6.540
diphone,k ʁ,récréation,13-1.wav,6.490,6.630
diphone,ʁ e,récréation,13-1.wav,6.540,6.760
diphone,e a,récréation,13-1.wav,6.630,6.900
diphone,a s,récréation,13-1.wav,6.760,7.070
diphone,s j,récréation,13-1.wav,6.900,7.120
diphone,j ɔ̃,récréation,13-1.wav,7.070,7.260
diphone,ɔ̃ s,récréation ça,13-1.wav,7.120,8.610
diphone,s a,ça,13-1.wav,8.420,8.770
diphone,a e,ça et,13-1.wav,8.610,8.860
diphone,e l,et là,13-1.wav,8.770,8.950
diphone,l a,là,13-1.wav,8.860,9.210
diphone,a l,là la,13-1.wav,8.950,9.560
diphone,l a,la,13-1.wav,9.450,9.630
diphone,a p,la prairie,13-1.wav,9.560,9.710
diphone,p ʁ,prairie,13-1.wav,9.630,9.810
diphone,ʁ ɛ,prairie,13-1.wav,9.710,9.890
diphone,ɛ ʁ,prairie,13-1.wav,9.810,9.990
diphone,ʁ i,prairie,13-1.wav,9.890,10.140
diphone,i s,prairie se,13-1.wav,9.990,10.270
diphone,s ə,se,13-1.wav,10.140,10.290
diphone,ə p,se piquait,13-1.wav,10.270,10.420
diphone,p i,piquait,13-1.wav,10.290,10.540
diphone,i c,piquait,13-1.wav,10.420,10.640
diphone,c ɛ,piquait,13-1.wav,10.540,10.740
diphone,ɛ d,piquait de,13-1.wav,10.640,10.800
diphone,d ə,de,13-1.wav,10.740,10.820
diphone,ə f,de fleurs,13-1.wav,10.800,11.020
diphone,f l,fleurs,13-1.wav,10.820,11.080
diphone,l œ,fleurs,13-1.wav,11.020,11.220
diphone,œ ʁ,fleurs,13-1.wav,11.080,11.470
diphone,ʁ y,fleurs une,13-1.wav,11.220,12.640
diphone,y n,une,13-1.wav,12.560,12.750
diphone,n ɡ,une grosse,13-1.wav,12.640,12.840
diphone,ɡ ʁ,grosse,13-1.wav,12.750,12.970
diphone,ʁ o,grosse,13-1.wav,12.840,13.160
diphone,o s,grosse,13-1.wav,12.970,13.310
diphone,s p,grosse poutre,13-1.wav,13.160,13.500
diphone,p u,poutre,13-1.wav,13.440,13.660
diphone,u t,poutre,13-1.wav,13.500,13.730
diphone,t ʁ,poutre,13-1.wav,13.660,13.840
diphone,ʁ m,poutre maintient,13-1.wav,13.730,13.960
diphone,m ɛ̃,maintient,13-1.wav,13.840,14.070
diphone,ɛ̃ t,maintient,13-1.wav,13.960,14.210
diphone,t j,maintient,13-1.wav,14.070,14.260
diphone,j ɛ̃,maintient,13-1.wav,14.210,14.340
diphone,ɛ̃ l,maintient la,13-1.wav,14.260,14.400
diphone,l a,la,13-1.wav,14.340,14.450
diphone,a m,la misérable,13-1.wav,14.400,14.550
diphone,m i,misérable,13-1.wav,14.450,14.640
diphone,i z,misérable,13-1.wav,14.550,14.760
diphone,z e,misérable,13-1.wav,14.640,14.830
diphone,e ʁ,misérable,13-1.wav,14.760,14.940
diphone,ʁ a,misérable,13-1.wav,14.830,15.070
diphone,a b,misérable,13-1.wav,14.940,15.170
diphone,b l,misérable,13-1.wav,15.070,15.240
diphone,l ʃ,misérable charpente,13-1.wav,15.170,15.380
diphone,ʃ a,charpente,13-1.wav,15.240,15.420
diphone,a ʁ,charpente,13-1.wav,15.380,15.550
diphone,ʁ p,charpente,13-1.wav,15.420,15.600
diphone,p ɑ̃,charpente,13-1.wav,15.550,15.750
diphone,ɑ̃ t,charpente,13-1.wav,15.600,16.030
diphone,t t,charpente tout,13-1.wav,15.750,17.280
diphone,t u,tout,13-1.wav,17.210,17.370
diphone,u s,tout s'est,13-1.wav,17.280,17.480
diphone,s ɛ,s'est,13-1.wav,17.370,17.690
diphone,ɛ a,s'est animé,13-1.wav,17.480,17.760
diphone,a ɲ,animé,13-1.wav,17.690,17.850
diphone,ɲ i,animé,13-1.wav,17.760,17.930
diphone,i m,animé,13-1.wav,17.850,18.020
diphone,m e,animé,13-1.wav,17.930,18.290
diphone,e d,animé dès,13-1.wav,18.020,18.640
diphone,d ɛ,dès,13-1.wav,18.520,18.790
diphone,ɛ k,dès que,13-1.wav,18.640,18.870
diphone,k ə,que,13-1.wav,18.790,18.890
diphone,ə l,que le,13-1.wav,18.870,18.960
diphone,l ø,le,13-1.wav,18.890,19.010
diphone,ø s,le soleil,13-1.wav,18.960,19.160
diphone,s ɔ,soleil,13-1.wav,19.010,19.210
diphone,ɔ l,soleil,13-1.wav,19.160,19.280
diphone,l ɛ,soleil,13-1.wav,19.210,19.440
diphone,ɛ j,soleil,13-1.wav,19.280,19.470
diphone,j s,soleil s'est,13-1.wav,19.440,19.630
diphone,s ɛ,s'est,13-1.wav,19.470,19.690
diphone,ɛ l,s'est levé,13-1.wav,19.630,19.790
diphone,l ə,levé,13-1.wav,19.690,19.810
diphone,ə v,levé,13-1.wav,19.790,19.980
diphone,v e,levé,13-1.wav,19.810,20.120
triphone,l a l,la lune,13-1.wav,0.450,0.790
triphone,a l y,la lune,13-1.wav,0.570,0.940
triphone,l y n,lune,13-1.wav,0.670,1.080
triphone,y n s,lune se,13-1.wav,0.790,1.240
triphone,n s ə,lune se,13-1.wav,0.940,1.260
triphone,s ə l,se lève,13-1.wav,1.080,1.400
triphone,ə l ɛ,se lève,13-1.wav,1.240,1.550
triphone,l ɛ v,lève,13-1.wav,1.260,1.680
triphone,ɛ v m,lève maintenant,13-1.wav,1.400,1.750
triphone,v m ɛ̃,lève maintenant,13-1.wav,1.550,1.850
triphone,m ɛ̃ t,maintenant,13-1.wav,1.680,1.950
triphone,ɛ̃ t n,maintenant,13-1.wav,1.750,2.160
triphone,t n ɑ̃,maintenant,13-1.wav,1.850,2.380
triphone,n ɑ̃ o,maintenant au,13-1.wav,1.950,2.490
triphone,ɑ̃ o d,maintenant au dessus,13-1.wav,2.160,2.600
triphone,o d ə,au dessus,13-1.wav,2.380,2.620
triphone,d ə s,dessus,13-1.wav,2.490,2.840
triphone,ə s y,dessus,13-1.wav,2.600,2.970
triphone,s y d,dessus des,13-1.wav,2.620,3.030
triphone,y d e,dessus des,13-1.wav,2.840,3.220
triphone,d e a,des arbres,13-1.wav,2.970,3.380
triphone,e a ʁ,des arbres,13-1.wav,3.030,3.470
triphone,a ʁ b,arbres,13-1.wav,3.220,3.560
triphone,ʁ b ʁ,arbres,13-1.wav,3.380,3.750
triphone,b ʁ d,arbres des,13-1.wav,3.470,4.640
triphone,ʁ d e,arbres des,13-1.wav,3.560,4.740
triphone,d e ʁ,des rires,13-1.wav,4.580,4.870
triphone,e ʁ i,des rires,13-1.wav,4.640,5.080
triphone,ʁ i ʁ,rires,13-1.wav,4.740,5.170
triphone,i ʁ m,rires montent,13-1.wav,4.870,5.280
triphone,ʁ m ɔ̃,rires montent,13-1.wav,5.080,5.440
triphone,m ɔ̃ t,montent,13-1.wav,5.170,5.540
triphone,ɔ̃ t d,montent de,13-1.wav,5.280,5.640
triphone,t d ə,montent de,13-1.wav,5.440,5.660
triphone,d ə l,de la,13-1.wav,5.540,5.750
triphone,ə l a,de la,13-1.wav,5.640,5.800
triphone,l a k,la cour,13-1.wav,5.660,5.980
triphone,a k u,la cour,13-1.wav,5.750,6.140
triphone,k u ʁ,cour,13-1.wav,5.800,6.210
triphone,u ʁ d,cour de,13-1.wav,5.980,6.270
triphone,ʁ d ə,cour de,13-1.wav,6.140,6.290
triphone,d ə ʁ,de récréation,13-1.wav,6.210,6.400
triphone,ə ʁ e,de récréation,13-1.wav,6.270,6.490
triphone,ʁ e k,récréation,13-1.wav,6.290,6.540
triphone,e k ʁ,récréation,13-1.wav,6.400,6.630
triphone,k ʁ e,récréation,13-1.wav,6.490,6.760
triphone,ʁ e a,récréation,13-1.wav,6.540,6.900
triphone,e a s,récréation,13-1.wav,6.630,7.070
triphone,a s j,récréation,13-1.wav,6.760,7.120
triphone,s j ɔ̃,récréation,13-1.wav,6.900,7.260
triphone,j ɔ̃ s,récréation ça,13-1.wav,7.070,8.610
triphone,ɔ̃ s a,récréation ça,13-1.wav,7.120,8.770
triphone,s a e,ça et,13-1.wav,8.420,8.860
triphone,a e l,ça et là,13-1.wav,8.610,8.950
triphone,e l a,et là,13-1.wav,8.770,9.210
triphone,l a l,là la,13-1.wav,8.860,9.560
triphone,a l a,là la,13-1.wav,8.950,9.630
triphone,l a p,la prairie,13-1.wav,9.450,9.710
triphone,a p ʁ,la prairie,13-1.wav,9.560,9.810
triphone,p ʁ ɛ,prairie,13-1.wav,9.630,9.890
triphone,ʁ ɛ ʁ,prairie,13-1.wav,9.710,9.990
triphone,ɛ ʁ i,prairie,13-1.wav,9.810,10.140
triphone,ʁ i s,prairie se,13-1.wav,9.890,10.270
triphone,i s ə,prairie se,13-1.wav,9.990,10.290
triphone,s ə p,se piquait,13-1.wav,10.140,10.420
triphone,ə p i,se piquait,13-1.wav,10.270,10.540
triphone,p i c,piquait,13-1.wav,10.290,10.640
triphone,i c ɛ,piquait,13-1.wav,10.420,10.740
triphone,c ɛ d,piquait de,13-1.wav,10.540,10.800
triphone,ɛ d ə,piquait de,13-1.wav,10.640,10.820
triphone,d ə f,de fleurs,13-1.wav,10.740,11.020
triphone,ə f l,de fleurs,13-1.wav,10.800,11.080
triphone,f l œ,fleurs,13-1.wav,10.820,11.220
triphone,l œ ʁ,fleurs,13-1.wav,11.020,11.470
triphone,œ ʁ y,fleurs une,13-1.wav,11.080,12.640
triphone,ʁ y n,fleurs une,13-1.wav,11.220,12.750
triphone,y n ɡ,une grosse,13-1.wav,12.560,12.840
triphone,n ɡ ʁ,une grosse,13-1.wav,12.640,12.970
triphone,ɡ ʁ o,grosse,13-1.wav,12.750,13.160
triphone,ʁ o s,grosse,13-1.wav,12.840,13.310
triphone,o s p,grosse poutre,13-1.wav,12.970,13.500
triphone,s p u,grosse poutre,13-1.wav,13.160,13.660
triphone,p u t,poutre,13-1.wav,13.440,13.730
triphone,u t ʁ,poutre,13-1.wav,13.500,13.840
triphone,t ʁ m,poutre maintient,13-1.wav,13.660,13.960
triphone,ʁ m ɛ̃,poutre maintient,13-1.wav,13.730,14.070
triphone,m ɛ̃ t,maintient,13-1.wav,13.840,14.210
triphone,ɛ̃ t j,maintient,13-1.wav,13.960,14.260
triphone,t j ɛ̃,maintient,13-1.wav,14.070,14.340
triphone,j ɛ̃ l,maintient la,13-1.wav,14.210,14.400
triphone,ɛ̃ l a,maintient la,13-1.wav,14.260,14.450
triphone,l a m,la misérable,13-1.wav,14.340,14.550
triphone,a m i,la misérable,13-1.wav,14.400,14.640
triphone,m i z,misérable,13-1.wav,14.450,14.760
triphone,i z e,misérable,13-1.wav,14.550,14.830
triphone,z e ʁ,misérable,13-1.wav,14.640,14.940
triphone,e ʁ a,misérable,13-1.wav,14.760,15.070
